keywords
"tissue biology, stromal communication, network communication, resident tissue macrophages, prevention of inflammation, histocytometry, anti-inflammatory threshold, arthritis, in vivo, intravital imaging"
intersectionality; feminist theory; space; emotions; social geography; GIS; visual methodologies; discrimination; inequalities.
"self-knowledge,  moral behavior,  moral character,  moral identity,  self-perception,  personality change,  prosocial behavior,  ethical behavior"
"Neocortex evolution, Neocortex development, Neural stem cells, Primates"
"archaea, archaeal virus, viral entry, pilus, archaellum, archaeal cell surface, superinfection exclusion, microbial virus"
"sodium, battery, solid-state, sustainability, x-ray diffraction, in situ characterization, density functional theory, synthesis, inorganic materials, phase diagrams"
"water-energy nexus, global water scarcity, energy transition, drought, heatwave, climate change, pathways, modelling, spatiotemporal analysis, cascade, feedback"
"Deep Learning, Theory, Optimization"
"Experimental evolution, plant-microbe interactions, coevolution"
"ocean, early-childhood development, economic development, fishing, conflict, political attitudes, migration"
"Urban segregation, Economic inequality, Agent based modelling, Cities, Policy, Multiscale"
"Topological superconductor, Majorana zero mode, scanning tunneling microscopy, Local density of states, two-dimensional heterostructure, two-dimensional ferromagnet,  moir? superlattice, quantum materials"
Computational Mechanics. Solid and Structural Mechanics. 4D biofabrication. Stimuli-responsive materials. Pre-clinical models of leukemia.
"human vision, visual system, eye-movements, recurrence, dynamics, semantics, computational modelling, deep learning, deep reinforcement learning, machine learning, neuroscience"
Microbiome
"Computational physics, machine learning"
"RNA virus , Hepatitis D virus, animal deltaviruses , zoonosis, virus adaptation , host factors, restriction factors, proteomics, genetics"
"Protoplanetary disks, Disk winds"
false
Urban degrowth; Degrowth political ecology; Circular economy of cities; Planning institutions; Regulations of ecological capitalism; Urban waste materials; Urban political ecology of waste
"Artificial metalloenzymes, Photoredox catalysis, (Photo-)Biocatalysis, Directed evolution, Stereoselective C-H activation, Stereoselective C-C bond formation, Enzyme Design, Protein engineering, Lanthanides, Cerium photocatalysis"
"Piezoelectricity, Crystal Engineering, Computational Chemistry"
"Elastic Metamaterials,  Phononic Crystals,  Underwater Acoustics,  Bio-Inspiration,  Topological Protection,  Heavy-fluid ,  Structure Interaction,  Anti-auxetic Materials,  Multi-Scale Architecture,   Sub-wavelength Wave Attenuation"
"second messenger, natural products, cell differentiation, Streptomyces"
"History of knowledge,  History of mathematical knowledge and establishment,  Establishment of late medieval vernacular knowledge,  Pragmatic medieval texts,  Development of specialized languages,  vocabulary research,  Discourse analysis,  research on textual environments,  Digital Editing,  Semantic Enrichment"
"Remote-sensing, land-surface modelling"
Transnational law; legal mobilization; legal opportunity structures; transnational social movements; strategic litigation; public interest litigation; climate litigation; environmental litigation; socio-legal studies
"Container Shipping, Labor, Digitalization, Racialization, Digital Infrastructures, Ports, Global Capitalism, Critical Logistics, Algorithm Studies, Science and Technology Studies (STS), Data Practices"
"Emerging VOC, vaccination study, long-COVID, genomic, virologic and immunologic surveillance"
"SARS, public health and epidemiology, cohort studies, COVID-19, vaccines, children, pregnancy, outbreak preparedness and response, pandemic"
Schools and kindergartens
"Optical imaging, microscopy, quantum imaging, light structuring."
"fluid mechanics, hemodynamics, fluid-structure-interaction, uncertainty quantification, translational engineering, in-silico clinical trial"
human evolution; Pleistocene; Africa; Stone Age; geoarchaeology; modern humans; landscape; water; dispersal; palaeoecology; palaeoenvironment
"metal halide nanocrystals, lead halide perovskites, colloidal self-assembly, colloidal superlattices, nanocrystal solids, accelerated discovery, high-throughput fabrication, optical spectroscopy, cryogenic photoluminescence, cooperative emission, superfluorescence, lasing, structure-property relationship"
object recognition; vision; perception; representation; fMRI; MEG
Collective Action; Revolutionary processes; Activism; Political commitment; Biographical consequences of activism; Social outcomes of revolutions; Comparative Politics; Arab Spring; Morocco; Tunisia; Egypt; Syria
"Covalent Organic Frameworks,  Electrical conductivity,  Energy Storage,  Lithium-Ion Batteries"
Forest dynamics; Physical geography; Natural resources management; Laser Scanning; Forest Disturbance; Forest Recovery; Radiative Transfer Modelling
"child mental health,  ADHD,  DNA methylation,  epigenetics,  sensitive period,  developmental, psychopathology,  behavioral problems,  longitudinal modelling,  child development,  prenatal, environment,  predictive tools"
"Machine learning,  Deep learning theory,  Dynamical systems"
"Retina, Electrophysiology, Physiology, ion channels, action potentials, Retinal organoids, ON and OFF, retinal network"
"Word meaning,  Semantic Categorization,  Concreteness effect,  Corpus linguistics,  Language use,  Communicative effects,  Metaphors,  Linguistic creativity"
"plant innate immunity, transcriptional regulation, chromatin accessibility, gene expression, transcription factors, protein-protein interactions, histone remodellers, transcriptomics, RNA-seq, ATAC-seq, gene regulatory networks, bioinformatics, statistics, mathematical modeling, multi-omics, comparative network analysis, next-generation sequencing, single-cell technologies, single-nucleus RNA-seq, single-nucleus ATAC-seq, time-series datasets"
"Soil Organic Matter,  Mycorrhiza,  Isotopes,  Biogeochemistry,  Soil Science"
"poverty, social policy, labour markets, welfare states, families"
"Theoretical Computer Science, Statistical Learning Theory , Differentially Private Learning, Mathematical Models"
"Ratchets, ion pumps, selective ion separation"
"graph signal processing, complex systems, networks, cell complexes, algebraic topology, Hodge Laplacian"
"high-dimensional inference,  theory of neural networks,  spin glasses,  disordered systems,  random matrix theory,  matrix models,  information theory,  approximate message-passing algorithm,  noisy gradient descents,  signal processing,  computational gaps"
"Mammalian sex determination, gene regulation, cell fate decisions, gene regulatory networks, enhancers, testis, Sertoli cells, stem cells, organoids"
"Epilepsy, Epileptic networks, Photopharmacology, Calcium Imaging"
"digitalization, ethnic minority, China"
"porous media,  microfluidics,  colloid,  pore-scale,  hydro-electro-chemical coupling"
"spin-electric effect, magnetic anisotropy, electric field, magnetism, magnetometry, lanthanides, transition metals"
"inflammatory bowel diseases, goblet cells, autophagy, antibiotics, microbiota"
"solar observations, magnetohydrodynamics, simulations, Solar Orbiter, heliophysics"
"Structural Glycoscience, Glyco-immunology, Chemical and Chemoenzymatic synthesis, Gut microbiota, Immune-modulators, Microglia, Neural-differentiated induced pluripotent stem cells"
Environmental history; environmental humanities; resource extraction; political ecology; Africa
Electron spin resonance. High-sensitivity detection and imaging. Quantum circuits technologies. Application to biology and chemistry.
"catalytic reactions, ligands, C-H functionalization, transition metal catalysis"
"tissue patterning, developmental timing, heterochronic factors"
"international organizations,  contestation, transnational far right"
"Black Hole Physics, Holography, Quantum Gravity, String Theory"
"Dynamic Covalent Chemistry, systems chemistry, enzymology, carbohydrates"
"Photoredox Catalysis, Organocatalysis"
"Mott insulator, metal-insulator transition, resistive switching, neuromorphic computation, threshold switching, strain engineering, defect engineering"
"gravitational lensing: strong,  techniques: interferometric, quasars: general, dark matter"
"instruction set architectures, security primitives, program logics, separation logic, semi-automatic verification"
"logical geometry, square of opposition, history of logic, Aristotelian diagrams in knowledge representation"
nuclear magnetic resonance
"Physical computing, artificial neural networks, intelligent systems, solid mechanics, structural dynamics, nonlinear dynamics, metamaterials"
"Neuronal signalling, MeCP2, In vivo imaging, FRET, 2pFLIM"
"optoelectronics, photovoltaics, phosphides, sulfides, high-throughput experiments."
"Cosmic microwave background, cosmology, optics, telescope, cryogenics, holography, systematics"
"Organizational Economics, Management Practices, Social Preferences"
"Greek epigraphy, Latin epigraphy, epigraphic habit, workshops, quarries, stonecutters, mosaicists, Late Antiquity, early Byzantine period"
"EPR spectroscopy, biophysical methods, multi-technique approach, tau protein, tauopathies, prion-like aggregation, amyloid aggregation, tissue analysis, cofactors"
"Long period variable stars,  Asymptotic giant branch stars,  Exoplanet detection methods,  Star-planet interactions"
"Understand Cancer,  Cancer Research,  Prevention of Cancer,  Early diagnosis of Cancer,  Therapeutic resistance in cancer,  Gender and age in cancer,  Survivorship in cancer"
"mental disorders, well-being, life course, intergenerational, socioeconomic, social ties, social network, register-based research"
"attosecond science ,  non-adiabatic dynamics"
"Holocaust Studies, Primo Levi, European History, European Identity, Politics of Memory, Public Memory , Epistolary Studies"
"Black Holes, Outflows, High-redshift Universe"
"chemical probes, PROteolysis TArgeting Chimeras (PROTACs), nuclear receptor, transcription factor, target validation, artificial intelligence, machine learning, chemical language models, computer-aided molecular design"
gamma-ray detection
"Chronic kidney disease (CKD), end-stage kidney disease (ESKD), monogenic CKD, WDR19, UMOD, ASOs, Genetic Kidney Disease"
"reactive transport, mineral crystallization, nucleation, porous media"
"biosensors, organic bioelectronics, analytical chemistry, biological markers screening, organic filed-effect transistors"
"breastfeeding, optics, light-tissue interaction, laser Doppler, fluid dynamics"
"RNA,  Bacteroides thetaiotaomicron,  host-pathogen interaction,  RNA-seq,  microbiota,  polysaccharide utilization,  colon tissue model,  RNA therapeutics"
"Financial frictions,  liquidity risk"
"plasticity, learning, memory, engram, neuronal identity, genomics, epigenetics, gene regulation, new sequencing technology"
"Electrocatalysis,  Porous Carbon Materials,  Nanoconfinement,  Ionic Liquids,  Activation of Small Molecules"
"Analytic philosophy, conceptual analysis, normativity, meta-ethics, meta-normativity, meta-epistemology, epistemology, moral philosophy, ethical theory, value theory, philosophy of mind, philosophy of language, philosophy of emotions"
"Turbulence, phase-change, fluid-dynamics"
"Carbon cycle, boron isotopes, carbon dioxide, Pleistocene, Neogene."
"Food hypersensitivities,  food proteomics,  protein digestibility"
"scanning probe microscopy, near ambient pressure photoemission spectroscopy, atomic-scale, quasi-in situ, surface science, surface electrochemistry, model catalysts, selectivity, structure-function relationships"
"machine learning,  ethical and trustworthy machine learning, fairness and interpretability of machine learning, societal impact of machine learning, fairness in algorithmic decision-making, societal polarization in algorithmic recommendations on online social media"
"Protein evolution, ancestral sequence reconstruction"
"Mechanoreceptors, organoids, inter-individuality, cell-free biosensors"
"Geometric group theory ,  Measured group Theory ,  von Neumann algebras ,  Artin groups ,  Mapping class groups ,  Automorphisms of free groups ,  Rigidity"
Urban history; History of Venice; Digital heritage reconstruction; Digital knowledge representation
"self-sample, non-invasive, human papilloma virus, vaccination, monitoring"
"Phages, anti-phage-systems, chemical defense, viperins"
Philosophy of Technology; Phenomenology; Philosophy of Art
"Microwave spectroscopy, chirped-pulse, rotational spectroscopy"
"mirrors, thermal noise, gravitational waves, precision metrology"
"CO2 storage,  carbon cycle,  mineral weathering,  kinetics,  carbon mineralization,  reactive transport modelling,  experimental geochemistry,  unsaturated zone,  critical zone"
mechanical properties of biological materials
"Magnesium, Tubulopathies, Distal Convoluted Tubule, Hypomagnesemia, Gitelman syndrome"
"Frictional stability, rock mechanics, machine learning, acoustic imaging, hydromechanical modeling"
"quantum algorithms, quantum walks, span programs, quantum complexity theory, space-bounded quantum computing, secure quantum computing"
"Metal halide perovskite, solid-state NMR, 2D semiconductors, optical spectroscopy, light-emitting devices."
Lepton flavor universality; B flavor anomalies; real-time analysis systems; heterogeneous computing
"moire systems, graphene, 2D systems, machine learning in physics"
"many-body quantum phenomena, quantum Bose gases, dipole-dipole interactions, phase transitions, two-dimensional physics, topological order, topological defects, dysprosium"
"Galactic outflows, Galactic Centre, Magellanic Clouds, emission-line observations"
"Structural equation modeling, factor analysis, regression analysis, measurement error, measurement invariance, mixture model, latent class analysis, surveys, questionnaires, cross-national surveys, experience sampling, multiple-group data, multigroup data, intensive longitudinal data"
"Microwave Spectroscopy,  Molecular Motors"
"Morphogenesis, mechanobiology, pattern formation, evo-devo, evolutionary developmental biology, evolutionary cell biology"
"acoustic communication, social behavior, naked mole-rat, cortex, vocal behavior"
"computer algebra, experimental mathematics, applications"
"particle physics, scattering amplitudes, cross sections, loop integrals, finite fields, computer algebra"
"Social inequality in education,  Mindset,  Aspirations,  Self-Confidence,  Randomized Controlled Trials"
"Nematicity, unconventional superconductivity, quantum criticality"
"Inherent Chirality, Enantioselectivity, Electro-Pumping Systems, Cargo-Towing Systems, Helical Magneto- Swimmers, Bipolar Electrochemistry"
"Bioengineering, Synthetic Biology, Molecular sensors, Molecular Imaging, Signaling, MRI"
"Scaling algorithms, Operator scaling, Convex optimization, Geodesic convexity, Non-commutative groups, Polynomial identity testing, Invariant theory, Orbit problems, Moment polytopes, Non-commutative algebra, Algebraic complexity theory, Geometric complexity theory, Quantum convex optimization, Quantum marginal problem, Quantum entanglement, Quantum information"
"Thermodynamic cycles,  Reactive working fluids,  Product design approach,  Process design approach,  Theoretical study and experimental observation"
"Vascularized in vitro cardiac model, high-throughput drug screens"
"radial glia, microbiome, blood-cerebrospinal fluid barrier, microbiota gut-brain axis, gut microbiota"
"Life narratives, African Great Lakes Region Refugees, Memories, Silences, Secrets"
"Langlands program, motives, function fields"
"History of medicine, Patient history, Patient organizations, History of knowledge, Lay knowledge"
"turbulence, mass transport, gas-liquid interface"
"Attosecond, Spin angular momentum"
"inverse problems, compressed sensing, machine learning"
"groundwater use, groundwater sustainability, crop production, food security, future scenarios, large-scale groundwater modeling"
"crop diversity, social networks, adaptation, drylands, small-scale farming, complex systems modeling,  seed systems, climate variability, Africa"
"Lightning, Radio Interferometry, Radio Telescope, Plasma Physics"
"Quantum Gravity, Levitation, Entanglement, Spin qubits, Optomechanics, Quantum Foundations, Force sensing,"
"silicon photonics, phased arrays, photonic circuits"
"Ultrasound, Histotripsy, Surgery, Microbubble, Nanobubble, Low frequency, Focused Ultrasound, Cacner therapy, Glioblastoma"
"Subduction zone megathrust faults, Earthquake precursors, Earthquake forecast, Earthquake Early Warning System, Distributed Acoustics Sensing,  Submarine Fiber Optic Cable, Chilean Subduction Zone"
"Optimal Policy, Hypothesis Testing, Robust Inference, Forecast Evaluation"
"Herpes simplex virus 1,  latency,  reactivation,  viral elements,  pervasive transcription,  systems biology,  single cell RNA-seq"
"Reinforcement Learning, Robotic Manipulation, Deep Learning, Representation Learning"
"Mass spectrometry, single-cell, metabolites, lipids"
CRISPRa CRISPRi CRISPR HSPCs CD34 stem cells
"geoarchaeology, molecular archaeology"
"Piezoelectric materials, enzyme immobilization, biocatalysis"
urban heat island; passive cooling; energy efficiency; smart building material; building envelope; smart pavement; radiative cooling; perovskite; environmental comfort; urban resilience
"corporate taxes, investment frictions, fixed costs, partial irreversibility, capital misallocation, propagation of aggregate shocks, business cycle fluctuations, OECD countries, microdata"
"cementitious composites,  ductile concrete,  concrete 3D printing"
"Functional characterisation,  Genetic variants,  CRISPR, Cas9,  Longevity,  Lifespan,  Healthspan,  Model organisms,  High-throughput screening,  Drug discovery"
"Political parties,  factions,  elections,  public opinion,  exploratory and theory-testing methods,  Europe"
"prophage, regulatory switch, imaging, transmission, experimental evolution"
Mechanotransduction - Multicellular Motion - Mechanical Stress
"Jewish Philosophy, Hebrew Manuscripts"
"Mutagenesis, endogenous DNA damage, DNA repair, SBS5"
"polyploidy, meiosis, adaptation, introgression, population genetics, cytology"
"density-functional theory, Moreau-Yosida regularization, exact constraints, Kohn-Sham iteration scheme, current-density-functional theory, density-functional approximations"
"Asymptotic representation theory, exclusion processes, random walks on algebras, six vertex model, random tilings"
"pi-conjugated systems, chirality, organic radical, SOMO-HOMO Inversion"
"Symmetric cryptography, Zero-knowledge protocols, arithmetization-friendly, hash function, cryptanalysis"
"Medieval vernacular literature, book history, history of religion"
"motor circuits, Xenopus, spinal cord, metamorphosis, neural development, neuronal cell type, cell-type diversity, cell-type evolution, motor behavior, tetrapod movement, locomotion, swimming, walking"
"solar batteries, organic solar cells, photoinduced electron transfer, redox-driven molecular switches"
"phage-assisted evolution, protein engineering, protein allostery, machine learning, partial, transient reprogramming, regenerative medicine"
"Philosophical commentaries, Latin medieval logic, Long Twelfth Century, Peter Abelard, Boethius, manuscripts, edition of Latin logical texts, historiography of philosophy, twelfth-century schools"
"cell wall expansion, pectin, super-resolution microscopy, optogenetics, FRET biosensors, growth, polymer remodeling"
water; origin; diamonds; hydrogen isotopes; Earth's mantle; habitability
"production networks, trade policy, political institutions, firms, firm heterogeneity, international trade, electoral systems, trade liberalization, political economy, political coalitions, globalization"
"neuroepidemiology, genetic epidemiology, neurodegenerative diseases, tandem repeats, repeat expansion disorders, Huntington disease, spinocerebellar ataxia, somatic instability, genetic association study"
"Nano-Bio interface,  Speciation,  Copper agrochemicals,  Plant Biological Barriers,  Inorganic reactivity,  Cellular Intake,  Nanoparticles,  Fertilizer,  Pesticide,  Impacts"
"computation pathology, digital pathology, machine learning"
"Heterobimetallic Complexes, Surface Organometallic Chemistry, Catalysis, Methane valorization"
"aging, hematopoietic stem cells, bone marrow transplantation, hematology"
"Cholesterol transport proteins, lipids, natural products, tool compounds"
"International development, development interventions, afterlives, phenomenology, Eastern Africa, ruination"
"Neurophysiology, social cognition, social interaction, non-human primate, humans, decision making"
"Circulating tumor DNA, Biomarkers, Epigenomics, Precision medicine, DNA methylation, Nucleosomal foot-printing, Extracellular vesicles, Non-coding RNAs"
"crystallization, scalability, optoelectronics, solar cells, thin films"
Correspondence Theory of Truth; Greco-Roman Philosophy; Arabic Philosophy; Medieval Latin Philosophy; Metaphysics; Philosophy of Language; Logic; Semantics
"Multi-robot systems, Motion planning, Dynamic vehicle routing, Intelligent transportation"
"biomaterials characterization, x-ray scattering, enthesis, biomechanics, crystallographic texture, micromechanical modelling"
"Employers, hiring and organizations; factorial surveys; ethnic inequality; labour markets"
"attosecond, strongly correlated materials, transition metal oxides, phase transitions"
metabolism; cancer; single-cell transcriptomics; nucleotides; de novo synthesis; spatial omics
"optoacoustic imaging, photoacoustic imaging, radiomics, neuropathy"
"Critical Zone, Chemical weathering, Lake records, Holocene, Carbonates"
"practice theory,  systems of provision,  foodways and food chains,  sufficiency,  demand"
"Laboratory earthquakes, Dynamic rupture, Heterogeneous faults, Spatial and Temporal Forecasting"
"Early modern history, history of knowledge, printing privileges, copyright history"
forced migration; displacement; social life of things; spectrality; Slavic Central Europe
"deuterium, fluorescence, microscopy, photoswitches, Raman spectroscopy"
"Education, religiosity, XIX century, France"
"gaming, media studies, mental disorders, open science, play, technology, videogames"
"social perception, justice attitudes, public opinion, economic inequality, welfare state, social law, institutions, country-comparative"
"plasma membrane fluidity, microdomains, temperature stress, auxin transport, root"
"Structural estimation, wealth inequality, airbnb, securitization, leverage regulation"
"photoluminescence, chirality, molecular magnetism, molecular ferroelectrics, photoresponsive switches"
"Cell-cell interactions, Genomics, Developmental immunology, Cancer immunology, Signalling networks"
Innovation studies; sustainability transitions; institutional theory; socio-technical systems; de-institutionalization
Patents and Bioethics; Patents and Morality; Biotechnology Directive; European Patent Exclusions.
"quantum error correction,  superconducting circuits,  reservoir engineering,  microwave engineering,  GKP"
Political culture; Democracy; Political attitudes; Public opinion; Politicization; Tradeoff; Political support; Satisfaction with democracy; Surveys; Experiments
"Nanomaterials,  molecular representations,  chemical descriptors"
"Supernovae,  pair-instability,  transient surveys,  massive stars"
"Non-equilibrium quantum many-body, integrable models, tensor networks, non equilibrium statistical mechanics, Luttinger liquids, one-dimensional systems"
"Integrated electro-optical transducers,  Integrated electro-optical parametric amplifiers,  Single photon conversion"
"Scientific sociability,  scholarly societies,  history of scientific conferences,  gender and ethnicity in science,  cultures of evaluation"
"Nanowires, III-V semiconductors, bandgap engineering, hydrogen irradiation, single photon emitters, quantum dots"
"Textiles, Soft Sensors, Soft Actuators, Knitting Technology, Soft Robotics, Electronic Textiles, Wearable Electronics"
"Space plasma, magnetospheres"
"Experimental evolution, fitness landscapes"
Superconducting detectors
"robust signal processing, biomedical signal processing, high-dimensional statistical learning, robust data science"
"matter waves, quantum optics, twisted electrons, structured matter waves, wave-particle duality"
"circular RNA, nucleic acid delivery, polymeric nanocarriers, sepsis, endothelial dysfunction, drug delivery systems, non-viral gene therapy"
"Ocean productivity, Phytoplankton, (Micro-)nutrient limitation, Chlorophyll fluorescence, Remote sensing, Ground truth"
"gene-editing, metabolic disease, liver, organoids"
"Terrestrial planet formation,  Earth-like exoplanets,  Solar System, Protoplanetary discs, Planetary composition"
"T cells, clonotypes, location, function, virus"
"Cytokines, Intestinal epithelial cells, Microbiota, Innate lymphoid cells, Zebrafish"
"Human Evolution, Anthropocene, Megafauna"
"[n]helicenes, rylene diimides, polycyclic aromatic hydrocarbons, organic semiconductors, chirality, stereoselective synthesis"
"Nanopores, 2D material photophysics, biophysics, acoustofluidics, protein fingerprinting, single-molecule techniques"
"photosynthetic biohybrids, 3D bioprinting, organic electronics, plant biology, conjugated polymers"
"major depressive disorder, heterogeneity, treatment outcome, subtype, genetics, cell type, prediction, machine learning"
"protoplanetary discs, planet formation, exoplanets, stellar binaries, hydrodynamics, celestial mechanics"
"Wireless Chip-Scale Communications,  Network-on-Chip,  Network-in-Package"
Language change; Corpus linguistics; Historical treebanks; Middle Dutch; West Germanic; Semantics; Computational pragmatics; Presuppositions
"porous media, transport, mixing, dispersion, fractured media, lagrangian chaos"
"Satellite data, Europe, 1980s-2000s, history of climate, data history, history of (space) technology"
"Motor Control,  Locomotion,  Cerebellar Nuclei,  Population imaging,  Acousto-Optic-Lens microscopy,  Optogenetics"
"foundations-of-cryptography, provable-security, zero-knowledge-proofs, non-interactive-zero-knowledge, NIZK, succinct-arguments, SNARK, post-quantum-cryptography, quantum-cryptography, non-black-box-techniques, black-box-separations, obfuscation"
"Memristive devices, Neuromorphic computing"
"Childcare, Fertility, Female-Employment, Networks"
"quantum photonic integrated circuits, quantum technology, lithium niobate on insulator"
"Tfh, Germinal Center, Regulatory T cells, mechanism, Tfh memory"
"tectonic transients, GNSS transients, plate boundary processes"
"redox flow batteries, porous electrodes, mass transport, gas diffusion electrodes, electrochemical energy storage"
mental disorders; psychological treatment; network meta-analysis; active ingredients
History of the humanities
"2D materials, spin crossover, molecular nanomagnetism, molecular nanoscience, magnonics"
"oral mucosa, oral cancer, tissue stem cells, lineage tracing, organoids, single-cell sequencing"
immunometabolism
"Topological insulators, Topological metals, topological superconductivity, amorphous solids"
"acoustic levitation, true 3D, direct inteaction, acoustic force fields, microfabrication, tomographic illumination, natural interaction"
"Male infertility, in vitro model, testicular tissue, mechanical properties, transport properties, hydrogel, Raman spectroscopy, spermatogenesis"
"Tensor triangular geometry, Balmer spectrum, higher algebra, derived algebraic geometry, Picard spaces, chromatic splitting conjecture, rational G-spectra"
